;s_1_1;s_1_2;s_1_3;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20_1;s_20_2;s_20_3;s_20_4;s_20_5;s_20_6;s_20_7;s_20_8;s_20_9;s_20_10;s_20_11;s_20_12;s_172;s_22;s_23;s_24_1;s_24_2;s_24_3;s_24_4;s_24_5;s_24_6;s_24_7;s_24_8;s_24_9;s_24_10;s_24_11;s_24_12;s_24_13;s_24_14;s_24_15;s_24_16;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_37;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_83;s_113;s_114;s_115;s_185;s_184;s_116;s_187;s_188;s_190;s_133;s_134;s_135;s_136;s_137;s_138;s_139;s_140;s_141;s_142;lang;stato_1;stato_2;stato_3;stato_4;stato_5
982;1;1;1;1;2;49;Colombia;5;1;2;1;2;6;1;1;6;5;1;1;1;10;1;1;1;1;1;1;0;0;0;0;1;0;NA;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;NA;6;4;6;1;1;1;4;1;2;2;1;2;2;1;6;4;3;2;2;5;2;1;1;2;4;1;7;2;1;1;1;2;4;1;NA;6;NA;4;4;1;3;NA;7;2;2;1;1;1;2;1;6;3;5;NA;1;1;1;1;1;1;2;1;1;3;2;3;5;5;2;4;2;2;2;3;0;0;0;1;0
983;1;1;1;1;2;19;Colombia;4;2;4;1;1;6;1;1;3;3;4;2;5;16;1;0;1;1;1;1;1;0;0;0;1;0;NA;3;6;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;NA;4;2;5;4;1;2;2;1;2;2;1;2;2;4;5;1;3;3;5;2;1;2;1;2;2;4;1;1;1;5;1;3;1;1;6;5;3;1;2;1;1;4;3;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;1;2;1;2;1;1;1;1;2;2;3;4;3;2;4;4;2;2;3;0;0;0;1;0
984;1;1;1;1;2;24;Colombia;8;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
985;1;1;1;1;2;33;Colombia;5;1;2;1;1;6;1;1;6;6;6;6;6;18;1;1;1;1;0;1;1;1;1;0;1;0;NA;1;4;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;3;las iniciativas de ayuda para el aislamiento social han sido independientes y por parte de voluntarios;5;4;6;2;1;1;4;2;2;2;2;1;2;1;1;1;1;6;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;7;6;1;1;1;1;2;6;2;1;2;2;2;1;2;5;1;5;el 80% de mi trabajo se realiza desde casa y justo estoy en un momento en que no requiero salir. No me preocupa la economía propia durante la cuarentena, si no las falencias en las economías de otros hogares que puedan llevar a desordenes si la situación debe alargarse.;1;1;2;1;1;1;1;1;1;4;4;3;5;4;2;4;4;2;2;3;0;0;0;1;0
986;1;1;1;1;2;31;Colombia;4;2;3;1;3;6;1;1;6;3;6;6;6;20;1;0;1;1;1;1;0;0;1;0;1;0;NA;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;6;6;1;1;1;6;1;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
987;1;1;1;1;1;26;Colombia;4;1;3;1;3;6;1;1;6;5;6;6;6;10;1;0;1;1;1;1;1;0;0;0;1;0;NA;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;2;5;4;2;2;6;1;2;2;1;2;2;4;2;2;5;6;4;5;1;1;5;2;4;2;2;1;1;6;1;1;2;1;6;6;6;1;1;1;2;2;5;1;1;1;3;2;2;1;6;1;6;NA;1;1;1;2;1;1;1;1;1;1;2;2;5;5;2;5;5;1;1;3;0;0;0;1;0
988;1;1;1;1;2;20;Colombia;8;1;1;1;1;6;1;1;6;5;5;6;6;10;1;0;1;1;1;1;0;0;1;0;1;0;NA;1;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;NA;5;4;6;2;2;3;3;1;2;2;1;1;1;3;5;1;4;5;5;3;1;2;1;1;1;6;5;5;5;6;1;5;4;1;6;6;6;5;5;1;1;1;6;5;5;6;6;3;6;6;6;1;5;NA;2;2;4;3;4;2;1;2;1;2;3;5;2;5;2;5;5;5;5;3;0;0;0;1;0
990;1;1;1;1;1;32;Colombia;4;1;1;1;3;6;1;1;6;5;6;6;6;20;1;0;0;1;1;1;0;0;1;0;1;0;NA;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;NA;6;5;6;1;1;1;1;1;2;2;1;2;2;4;4;3;2;2;5;2;4;2;2;3;4;4;2;2;2;2;2;2;2;2;5;5;5;4;4;2;2;2;5;5;4;5;5;5;1;6;6;5;6;NA;2;1;2;2;1;1;1;1;1;3;1;3;5;5;3;5;5;4;1;3;0;0;0;1;0
991;1;1;1;1;2;62;Italy;4;2;2;1;1;6;1;1;2;2;6;6;6;21;1;1;1;1;1;1;1;1;1;1;1;0;NA;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;5;6;2;2;1;1;2;2;2;1;2;2;3;5;2;2;3;4;4;1;2;2;4;5;5;2;2;3;5;2;5;5;1;3;6;6;2;4;2;2;2;5;2;2;2;5;2;NA;NA;NA;NA;NA;NA;1;2;1;2;1;1;2;1;1;3;3;4;3;4;3;4;3;4;2;NA;0;0;0;1;0
992;1;1;1;1;2;20;Colombia;4;2;4;1;1;6;1;2;5;6;5;5;6;16;1;1;1;1;1;1;0;0;0;0;1;0;NA;3;6;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;4;NA;5;4;6;2;1;5;6;2;2;2;1;2;2;3;6;4;2;2;5;2;2;2;2;2;5;5;2;2;2;2;2;2;5;5;2;5;2;2;5;2;2;2;5;2;2;2;2;2;5;2;5;2;2;NA;1;1;1;1;1;1;1;1;1;2;2;3;4;4;2;3;3;3;2;3;0;0;0;1;0
993;1;1;1;1;2;20;USA;4;1;3;2;4;5;1;2;6;6;6;4;6;15;1;1;1;1;0;1;0;0;0;0;0;0;NA;2;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;5;NA;5;4;6;3;1;2;2;2;2;2;2;2;2;6;6;4;3;2;6;3;5;5;5;4;6;5;4;5;4;6;2;7;6;4;4;3;4;5;5;2;6;6;2;2;2;1;1;1;4;2;2;6;2;NA;3;2;4;4;4;2;2;1;2;2;4;4;3;3;3;4;3;5;4;3;0;0;0;1;0
994;1;1;1;1;2;25;Colombia;5;2;3;1;3;6;1;1;6;5;6;6;6;15;1;0;1;1;0;1;1;0;0;0;1;0;NA;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;5;6;2;1;1;5;1;2;2;1;NA;NA;6;5;6;2;3;3;2;4;5;4;6;6;7;5;5;6;3;4;4;5;4;3;5;5;6;6;4;7;6;5;6;5;3;4;6;2;3;6;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
995;1;1;1;1;2;30;Colombia;5;2;4;1;3;6;1;1;6;1;6;6;6;14;1;1;1;1;1;1;1;1;0;0;0;0;NA;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;2;4;1;1;1;4;1;2;2;2;2;2;2;3;2;6;5;1;5;4;1;1;1;2;2;2;2;5;6;1;1;4;1;5;6;5;1;2;2;1;3;6;1;1;1;1;1;2;2;5;2;5;NA;1;1;1;2;1;1;1;1;1;3;3;3;5;5;3;5;5;3;3;3;0;0;0;1;0
996;1;1;1;1;1;33;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;0;1;0;0
998;1;1;1;1;2;20;Colombia;2;2;2;1;1;6;1;1;6;4;6;6;6;10;0;0;0;1;0;1;0;0;0;0;1;0;NA;3;NA;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
999;1;1;1;1;2;25;Colombia;8;1;1;1;NA;6;1;1;6;5;5;5;5;NA;1;0;1;1;1;1;0;0;0;0;1;0;NA;2;5;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4;NA;6;5;6;1;NA;4;5;2;2;2;2;2;1;3;3;2;2;4;3;3;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;5;2;6;5;2;2;5;2;2;2;2;5;6;6;1;6;1;NA;2;2;2;2;2;2;2;2;2;3;4;3;3;3;3;3;3;3;3;3;0;0;0;1;0
1001;1;1;1;1;2;52;Colombia;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1002;1;1;1;1;1;21;Colombia;8;1;1;1;1;6;2;4;5;5;5;5;5;13;1;0;1;1;1;1;1;1;1;0;1;0;NA;2;4;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;NA;6;4;4;5;3;5;3;2;2;2;2;2;1;4;3;3;2;3;3;2;5;5;4;4;4;4;5;5;5;2;5;5;5;5;2;2;2;5;5;5;5;5;2;2;2;2;2;2;5;5;5;5;5;NA;4;4;4;4;4;4;4;4;4;5;5;5;2;2;5;2;2;5;5;3;0;0;0;1;0
1003;1;1;1;1;2;22;Sweden;4;2;4;2;4;5;2;1;6;2;6;6;5;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;NA;5;4;5;3;2;3;1;1;2;2;2;2;2;3;1;1;4;6;5;3;1;1;5;5;3;4;4;4;1;6;1;1;6;1;5;3;5;2;4;4;1;3;3;1;1;1;1;6;5;4;6;4;5;NA;2;2;4;3;3;1;4;1;1;2;3;2;4;4;3;5;4;2;2;2;0;0;0;1;0
1005;1;1;1;1;1;25;Colombia;4;1;1;1;1;5;3;3;6;6;6;5;6;10;1;0;1;1;1;1;0;0;0;0;1;0;NA;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;NA;5;5;5;5;2;2;6;1;2;2;1;2;2;4;4;3;2;3;5;3;4;4;4;4;5;3;5;3;3;5;3;4;4;5;3;4;5;5;4;3;4;4;4;5;2;5;6;3;3;5;3;4;3;NA;2;2;3;3;2;2;2;1;1;3;3;3;3;3;3;3;3;2;3;3;0;0;0;1;0
1006;1;1;1;1;2;58;Colombia;8;1;1;1;1;6;1;1;6;3;6;6;6;NA;0;0;0;1;0;1;0;0;0;0;0;0;NA;1;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1007;1;1;1;1;1;22;Colombia;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1008;1;1;1;1;2;25;Argentina;3;2;4;1;2;6;1;1;6;4;6;6;6;14;1;1;1;1;1;1;1;0;1;0;0;0;NA;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;NA;5;4;5;3;1;4;1;1;2;2;1;2;2;6;4;4;5;5;5;3;2;4;6;6;7;5;6;4;2;7;1;6;4;1;6;2;6;6;6;6;2;2;5;5;5;NA;NA;2;NA;NA;NA;NA;NA;NA;3;4;4;3;3;4;1;1;3;5;4;3;4;4;3;4;3;2;2;3;0;0;0;1;0
1009;1;1;1;1;2;29;Colombia;4;2;3;1;2;6;1;1;6;5;5;5;6;25;1;1;1;1;1;1;0;0;0;0;1;0;NA;2;4;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;NA;5;5;6;4;1;2;4;1;2;2;1;1;2;1;2;4;4;5;4;4;2;2;2;4;5;6;2;2;2;2;4;2;2;1;6;5;6;2;6;2;4;1;5;4;2;4;2;6;1;1;1;1;1;se hizo necesaria la opción no aplica. Porque en mi caso no trabajo en casa por lo cual todo lo marque en desacuerdo.;2;2;2;1;2;2;1;2;1;3;3;3;4;4;3;4;4;5;2;3;0;0;0;1;0
1011;1;1;1;1;2;36;Colombia;4;1;2;1;1;6;1;1;6;4;6;6;6;23;1;1;1;1;0;1;0;0;0;0;1;0;NA;1;69;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;2;NA;6;6;6;1;1;1;6;1;2;2;1;2;1;1;4;1;6;5;2;4;1;1;2;1;1;1;1;1;1;1;1;1;4;5;1;6;1;2;4;1;1;1;6;5;4;4;6;1;4;1;6;2;5;Mi carga laboral se ha incrementado muuucho, pero trabajando desde casa soy más productiva y me concentro más, y he tenido que trasnochar bastante, aunque en la oficina la jornada hubiera sido más extensa y agotadora que en casa. Trasnochar estando en la casa es más soportable. Estoy agradecida por tener trabajo y me alegra que sea tanto. Hago una pausa al medio día para cocinar, que es agotador porque debo hacer un plato vegetariano, uno con carne y otro con pollo, pero lo disfruto. Me teletransporto desde casa a la oficina, y desde la oficina a la casa. Estoy feliz.;1;1;1;1;3;1;1;1;1;5;1;3;5;4;1;5;4;1;1;3;0;0;0;1;0
1012;1;1;1;1;2;53;Colombia;5;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1014;1;1;1;1;2;36;Colombia;5;1;3;1;1;6;1;1;6;6;6;6;6;14;1;0;1;1;0;1;1;1;1;0;1;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;6;6;1;1;1;1;1;2;2;1;2;2;4;3;1;1;4;4;5;2;2;2;2;5;5;2;2;2;2;1;1;2;6;1;2;2;5;5;1;3;1;6;1;1;1;5;2;4;1;5;5;4;Los jefes no saben cómo manejar el tiempo el teletrabajo y termina uno trabajando más horas y hasta fines de semana completos.;1;2;2;2;1;1;1;1;1;3;2;2;4;4;2;4;3;2;2;3;0;0;0;1;0
1015;1;1;1;1;1;33;Colombia;5;1;3;1;1;6;1;1;6;3;6;6;6;15;1;0;1;1;1;1;0;0;0;0;1;0;NA;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4;NA;4;3;6;4;1;1;3;2;2;2;1;2;2;1;1;1;6;6;1;6;1;1;6;1;1;6;1;1;1;1;1;1;1;1;6;6;6;1;1;1;1;1;6;1;1;4;2;1;1;1;6;1;6;NA;1;1;1;1;1;1;1;1;1;2;3;4;4;4;2;4;4;2;4;3;0;0;0;1;0
1016;1;1;1;1;2;25;Colombia;5;1;2;1;3;6;1;1;5;5;5;4;4;0;0;0;1;1;1;1;1;0;1;0;1;1;el pico y cédula para comprar en supermercados tiendas minimercados y para hacer diligencias financieras o notariales;2;10;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;4;las lineas de atención a la mano en el municipio de bello    1 reporte de sintomatologia de covid 19 bomberos bello 4440119    2 reporte síntomas de covid19 6047930 774    3 protección a niñao niñas y adolescentes 141    4 orientación a mujeres 155    5 linea de emergencia 3017421018    6 reporte de personas llegadas del extranjero 3216476864     7 punto veterinario 4444624    8 linea de apoyo emocional homo 3013008149;6;5;5;1;1;5;5;1;2;2;1;2;2;5;5;5;5;2;2;4;4;4;4;4;4;4;2;2;2;1;6;2;6;5;1;1;1;2;2;1;2;2;6;4;3;1;2;2;2;2;4;4;4;Desde mi rol, psicóloga, coordinadora del programa habitante de y en calle del municipio de Bello debo garantizar que estas medidas preventivas para mitigar el brote del COVID-19 las cobijara nuestra población, ¿cómo? Se habilito  El CTP (Centro Transitorio de Protección) que se establece como urgencia manifiesta desde la Secretaria de Gobierno, con el apoyo de la Dirección Administrativa de Inclusión Social adscrita a la Gerencia de Progreso e Inclusión Social. Este proyecto POR EL BELLO QUE QUEREMOS EN PRO DE HABITANTES DE Y EN LA CALLE permite humanizar y dignificar las condiciones de vida de estas personas desde la atención social y psicológica individual como estrategia de prevención desde la precaución para evitar la infección Coronavirus COVID -19. En el centro se desarrollan actividades de alimentación, hospedaje, atención psicosocial, apoyo de enfermería, educación no formal (capacitaciones, talleres reflexivos), educación para el trabajo (desarrollo de habilidades para los procesos de empleabilidad y/o emprendimiento), dotación implementos de aseo, televisión y actividades de aprovechamiento del ocio y tiempo libre.;1;2;1;2;2;1;1;1;1;3;3;3;4;4;3;4;3;3;3;3;0;0;0;1;0
1017;1;1;1;1;1;23;Colombia;4;1;3;1;1;5;1;1;5;4;5;5;5;6;1;0;1;1;0;1;1;0;0;0;1;0;NA;2;5;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;3;NA;6;4;5;2;1;1;2;2;2;2;1;2;2;1;2;2;4;4;2;5;2;2;1;2;2;1;1;1;2;2;3;1;1;1;1;5;5;1;1;1;1;4;4;3;3;4;5;3;1;2;5;5;5;NA;1;1;1;1;1;1;1;1;1;2;2;2;5;4;3;3;3;4;3;3;0;0;0;1;0
1018;1;1;1;1;2;61;Colombia;5;1;2;1;1;6;1;1;6;5;6;5;6;30;0;0;1;1;1;1;0;0;0;0;0;0;NA;1;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;6;6;1;1;2;6;1;2;2;1;1;2;2;5;5;1;1;5;2;2;2;2;6;6;5;3;4;3;2;5;2;4;4;2;3;7;5;5;1;2;7;5;2;2;2;2;2;4;4;5;5;5;NA;3;1;2;2;1;1;2;1;1;4;1;3;3;4;3;4;3;2;1;3;0;0;0;1;0
1019;1;1;1;1;2;30;Colombia;4;1;1;1;3;3;1;1;5;5;5;5;5;20;1;0;1;1;1;1;1;0;1;0;1;0;NA;2;5;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;3;NA;5;3;5;2;2;5;5;1;2;2;1;2;2;5;5;5;2;2;5;2;5;2;5;5;5;6;4;2;2;2;5;5;6;3;3;5;5;5;5;7;3;7;5;6;4;5;5;5;2;2;1;5;2;NA;3;2;2;2;2;2;4;4;1;4;1;3;4;3;3;5;4;4;4;3;0;0;0;1;0
1020;1;1;1;1;1;29;Colombia;8;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1021;1;1;1;1;1;29;Colombia;8;1;3;1;1;6;1;1;6;4;5;5;5;16,03;1;0;1;1;0;1;0;0;0;0;1;0;NA;1;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;4;3;2;4;1;1;3;2;2;2;2;2;2;2;2;2;2;5;2;5;2;2;2;2;2;2;3;2;2;2;2;2;2;2;4;5;5;2;2;2;2;2;5;4;1;3;3;3;2;2;5;2;5;NA;1;1;1;1;2;1;1;1;1;3;2;2;4;4;3;4;2;1;1;3;0;0;0;1;0
1022;1;1;1;1;2;18;Colombia;8;2;4;1;1;4;2;3;4;1;5;4;5;NA;1;0;1;1;0;1;0;0;0;0;1;0;NA;3;NA;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1023;1;1;1;1;2;21;Colombia;4;2;4;1;1;6;1;1;6;6;6;6;6;NA;1;1;1;1;1;1;1;0;1;0;1;0;NA;3;5;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1024;1;1;1;1;2;25;Colombia;4;1;1;1;1;3;1;2;4;3;6;6;6;11;1;1;0;1;0;1;0;0;0;0;1;0;NA;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;tienen que parar de usar tanto cloro desinfectante guantes tapabocas nos vamos a quedar sin océanos y ahí si se acaba la vida de todos;2;1;2;5;6;1;6;2;1;2;1;1;2;1;1;1;7;6;1;6;1;1;2;3;4;1;1;1;1;1;7;1;1;1;5;5;6;1;2;1;1;4;4;1;1;5;5;6;6;6;1;5;2;Soy Modelo, hay muchas que no aplican en el caso de trabajo en casa y quiebre de negocio.;1;1;1;1;3;1;2;1;1;2;2;1;5;5;4;4;3;1;1;3;0;0;0;1;0
1025;1;1;1;1;2;27;Colombia;4;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
1026;1;1;1;1;2;45;Colombia;5;1;1;1;1;6;1;1;5;6;6;6;6;14;1;0;1;1;0;1;0;0;1;0;1;1;pico y cedula para mercar conducir una sola persona en cada vehiculo;1;NA;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;NA;5;5;5;5;1;1;3;2;2;2;1;1;2;2;4;1;4;5;5;4;1;1;1;4;3;2;1;1;1;4;2;1;1;2;5;5;4;2;4;1;1;1;6;4;2;4;4;3;1;1;5;1;5;NA;2;1;2;1;2;1;2;1;1;3;2;2;5;5;2;5;5;2;1;3;0;0;0;1;0
1027;1;1;1;1;2;30;Colombia;4;1;1;1;1;6;2;3;2;2;6;6;6;16;1;0;1;1;1;1;1;0;0;0;0;0;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;NA;6;5;6;1;1;4;6;1;2;2;1;1;2;7;3;NA;2;4;5;2;5;2;1;2;5;2;5;3;2;6;3;5;5;5;4;2;5;7;2;2;2;7;7;5;2;5;6;6;6;6;6;2;3;NA;2;2;3;3;3;3;3;1;1;2;4;3;4;4;3;3;2;2;2;3;0;0;0;1;0
